State,Branch Name,City,Lat,Long,,,,,,
Ohio,City Electric Supply Lancaster,Lancaster,39.7116519,-82.6132393,,,,,,
Ohio,City Electric Supply Greenville,Greenville,40.1027908,-84.6328746,,,,,,
Ohio,City Electric Supply Milford,Milford,39.1753377,-84.2943821,,,,,,
Ohio,City Electric Supply Chillicothe,Chillicothe,39.3776114,-82.9748734,,,,,,
Ohio,City Electric Supply Harrison,Harrison,39.2443141,-84.7833077,,,,,,
Ohio,City Electric Supply Hilliard,Hilliard,40.0264478,-83.1230682,,,,,,
Arizona,City Electric Supply Phoenix Airport,Phoenix Airport,33.4224222,-111.9972472,,,,,,
Arizona,City Electric Supply Phoenix Central,Phoenix Central,33.4808405,-112.1242923,,,,,,
Arizona,City Electric Supply Scottsdale,Scottsdale,33.6173918,-111.9123996,,,,,,
Arizona,City Electric Supply Surprise,Surprise,33.642865,-112.3451776,,,,,,
Arizona,City Electric Supply Mesa,Mesa,33.4449447,-111.7340798,,,,,,
Arizona,City Electric Supply Chandler,Chandler,33.3059924,-111.9177843,,,,,,
Arizona,City Electric Supply Phoenix North,Phoenix North,33.711697,-112.094306,,,,,,
Arizona,City Electric Supply Peoria,Peoria,33.5737358,-112.2557373,,,,,,
Arizona,City Electric Supply Tucson,Tucson,32.2511234,-111.0039805,,,,,,
Arizona,City Electric Supply Gilbert,Gilbert,33.2782153,-111.7770584,,,,,,
Arizona,City Electric Supply Gilbert South,Gilbert South,33.2782153,-111.7770584,,,,,,
Arizona,City Electric Supply Sierra Vista,Sierra Vista,31.5575621,-110.2927297,,,,,,
Arizona,City Electric Supply Queen Creek,Queen Creek,33.284006,-111.6624613,,,,,,
Arizona,City Electric Supply Tolleson,Tolleson,33.4472477,-112.289122,,,,,,
Arizona,City Electric Supply Litchfield,Litchfield,33.5233792,-112.4267732,,,,,,
Arizona,City Electric Supply Casa Grande,Casa Grande,32.9469005,-111.7629506,,,,,,
Arizona,City Electric Supply Tucson East,Tucson East,32.2028582,-110.8225498,,,,,,
Arizona,City Electric Supply Tucson South,Tucson South,32.174644,-110.916892,,,,,,
Arizona,City Electric Supply Safford,Safford,32.8351213,-109.7169432,,,,,,
Arizona,City Electric Supply Nogales,Nogales,31.3908218,-110.9634699,,,,,,
California,City Electric Supply Pasadena,Pasadena,34.1500857,-118.0971907,,,,,,
California,City Electric Supply Anaheim,Anaheim,33.84803,-117.97508,,,,,,
California,City Electric Supply Burbank,Burbank,34.1822902,-118.3204371,,,,,,
California,City Electric Supply Long Beach,Long Beach,33.7975926,-118.1519,,,,,,
California,City Electric Supply Escondido,Escondido,33.11919,-117.1062961,,,,,,
California,City Electric Supply Riverside,Riverside,33.9916969,-117.3408087,,,,,,
California,City Electric Supply Corona,Corona,33.8847182,-117.5615678,,,,,,
California,City Electric Supply Ventura,Ventura,34.2853475,-119.3030691,,,,,,
California,City Electric Supply Placentia,Placentia,33.8625394,-117.8254231,,,,,,
California,City Electric Supply San Bernardino,San Bernardino,34.0750367,-117.2537957,,,,,,
California,City Electric Supply Rancho Cucamonga,Rancho Cucamonga,34.1079807,-117.5791625,,,,,,
California,City Electric Supply Costa Mesa,Costa Mesa,33.6785002,-117.9157556,,,,,,
California,City Electric Supply Murrieta,Murrieta,33.52669,-117.17638,,,,,,
California,City Electric Supply Santa Clarita,Santa Clarita,34.4256113,-118.4979269,,,,,,
California,City Electric Supply Westlake,Westlake,34.1574156,-118.8302211,,,,,,
California,City Electric Supply Chula Vista,Chula Vista,32.601094,-117.0816797,,,,,,
California,City Electric Supply Santee,Santee,32.8470588,-116.9630376,,,,,,
California,City Electric Supply Kearny Mesa,Kearny Mesa,32.8294102,-117.14643,,,,,,
California,City Electric Supply Colorado Springs,Colorado Springs,36.778261,-119.4179324,,,,,,
California,City Electric Supply Henderson,Henderson,36.778261,-119.4179324,,,,,,
California,City Electric Supply Arrowhead,Arrowhead,36.778261,-119.4179324,,,,,,
California,City Electric Supply Tucson,Tucson,36.778261,-119.4179324,,,,,,
California,City Electric Supply Vancouver,Vancouver,36.778261,-119.4179324,,,,,,
California,City Electric Supply Columbus Central,Columbus Central,36.778261,-119.4179324,,,,,,
California,City Electric Supply Tucson South,Tucson South,36.778261,-119.4179324,,,,,,
California,City Electric Supply Gurnee,Gurnee,36.778261,-119.4179324,,,,,,
California,City Electric Supply North Las Vegas,North Las Vegas,36.778261,-119.4179324,,,,,,
Colorado,City Electric Supply Denver Central,Denver Central,39.7195416,-105.0196537,,,,,,
Colorado,City Electric Supply Colorado Springs Central,Colorado Springs Central,38.8987712,-104.8278281,,,,,,
Colorado,City Electric Supply Colorado Springs,Colorado Springs,38.8507771,-104.685737,,,,,,
Colorado,City Electric Supply Littleton,Littleton,39.5784077,-105.1380497,,,,,,
Colorado,City Electric Supply Denver South,Denver South,39.5883075,-104.8175539,,,,,,
Colorado,City Electric Supply Stapleton,Stapleton,39.7880406,-104.8472771,,,,,,
Colorado,City Electric Supply Loveland,Loveland,40.4028566,-105.0440103,,,,,,
Colorado,City Electric Supply Frederick,Frederick,39.3984158,-77.3831543,,,,,,
Colorado,City Electric Supply Commerce City,Commerce City,39.813724,-104.9788606,,,,,,
Colorado,City Electric Supply Castle Rock,Castle Rock,39.3839058,-104.8664865,,,,,,
Colorado,City Electric Supply Glenwood Springs,Glenwood Springs,39.5218195,-107.3208285,,,,,,
Colorado,City Electric Supply Fort Collins,Fort Collins,40.5802495,-105.0315658,,,,,,
Colorado,City Electric Supply Englewood,Englewood,39.6776182,-105.0072219,,,,,,
Colorado,City Electric Supply Brighton,Brighton,40.0008762,-104.8135507,,,,,,
Colorado,City Electric Supply Broomfield,Broomfield,39.9228044,-105.0981183,,,,,,
Colorado,City Electric Supply Frisco,Frisco,39.5863657,-106.093238,,,,,,
Colorado,City Electric Supply Longmont,Longmont,40.1501579,-105.1178239,,,,,,
Colorado,City Electric Supply Vail,Vail,39.6217137,-106.477859,,,,,,
Colorado,City Electric Supply Boulder,Boulder,40.0222956,-105.2510643,,,,,,
Colorado,City Electric Supply Greeley,Greeley,40.389738,-104.726236,,,,,,
Colorado,City Electric Supply Montrose,Montrose,38.503264,-107.903706,,,,,,
Colorado,City Electric Supply Steamboat Springs,Steamboat Springs,40.5125981,-106.8547681,,,,,,
Colorado,City Electric Supply Grand Junction,Grand Junction,39.0640086,-108.555593,,,,,,
Nevada,City Electric Supply Central Las Vegas,Central Las Vegas,36.1423856,-115.1701055,,,,,,
Nevada,City Electric Supply Northwest Las Vegas,Northwest Las Vegas,36.2048699,-115.2050521,,,,,,
Nevada,City Electric Supply Henderson,Henderson,36.0412457,-115.0361708,,,,,,
Nevada,City Electric Supply North Las Vegas,North Las Vegas,36.2382992,-115.1160731,,,,,,
Nevada,City Electric Supply East Las Vegas,East Las Vegas,36.1594312,-115.1016757,,,,,,
Nevada,City Electric Supply Decatur Crossing,Decatur Crossing,38.8026097,-116.419389,,,,,,
Nevada,City Electric Supply Arrowhead,Arrowhead,36.0738783,-115.086493,,,,,,
Utah,City Electric Supply Grand Junction,Grand Junction,39.0640086,-108.555593,,,,,,
Utah,City Electric Supply Central Las Vegas,Central Las Vegas,40.7606608,-111.8939487,,,,,,
Utah,City Electric Supply Denver Central,Denver Central,39.7392358,-104.990251,,,,,,
Utah,City Electric Supply Tucson,Tucson,32.2539787,-110.9741769,,,,,,
Utah,City Electric Supply Stapleton,Stapleton,40.7606608,-111.8939487,,,,,,
Utah,City Electric Supply Henderson,Henderson,40.7606608,-111.8939487,,,,,,
Utah,City Electric Supply Montrose,Montrose,38.503264,-107.903706,,,,,,
Utah,City Electric Supply North Las Vegas,North Las Vegas,40.7606608,-111.8939487,,,,,,
Utah,City Electric Supply Northwest Las Vegas,Northwest Las Vegas,40.7606608,-111.8939487,,,,,,
Utah,City Electric Supply Steamboat Springs,Steamboat Springs,40.7606608,-111.8939487,,,,,,
Utah,City Electric Supply Long Beach,Long Beach,40.7606608,-111.8939487,,,,,,
Utah,City Electric Supply Arrowhead,Arrowhead,40.7606608,-111.8939487,,,,,,
Utah,City Electric Supply Headquarters,Headquarters,40.7606608,-111.8939487,,,,,,
Utah,City Electric Supply Tucson South,Tucson South,40.7606608,-111.8939487,,,,,,
Utah,City Electric Supply Decatur Crossing,Decatur Crossing,40.7606608,-111.8939487,,,,,,
Utah,City Electric Supply Vail,Vail,40.7606608,-111.8939487,,,,,,
Utah,City Electric Supply East Las Vegas,East Las Vegas,40.7606608,-111.8939487,,,,,,
Utah,City Electric Supply Midwest City,Midwest City,40.7606608,-111.8939487,,,,,,
